instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
5333,8/15/2011,3,0,8,2,0,1,1,2,0.6,0.5606,0.83,0,0,3,3
5334,8/15/2011,3,0,8,3,0,1,1,1,0.6,0.5606,0.83,0.194,1,6,7
5335,8/15/2011,3,0,8,4,0,1,1,1,0.6,0.5606,0.83,0.1343,1,4,5
5336,8/15/2011,3,0,8,5,0,1,1,2,0.6,0.5455,0.88,0.194,3,14,17
5337,8/15/2011,3,0,8,6,0,1,1,1,0.6,0.5455,0.88,0.2537,3,87,90
5338,8/15/2011,3,0,8,7,0,1,1,1,0.6,0.5455,0.88,0.2537,10,248,258
5339,8/15/2011,3,0,8,8,0,1,1,1,0.64,0.5909,0.78,0.3284,29,326,355
5340,8/15/2011,3,0,8,9,0,1,1,1,0.64,0.5909,0.78,0.3284,52,170,222
5341,8/15/2011,3,0,8,10,0,1,1,1,0.68,0.6364,0.69,0.2836,54,87,141
5342,8/15/2011,3,0,8,11,0,1,1,2,0.72,0.6818,0.62,0.2537,41,112,153
5343,8/15/2011,3,0,8,12,0,1,1,1,0.74,0.6818,0.58,0.2836,62,116,178
5344,8/15/2011,3,0,8,13,0,1,1,1,0.78,0.7121,0.52,0.2836,53,140,193
5345,8/15/2011,3,0,8,14,0,1,1,1,0.74,0.6818,0.55,0.0896,56,95,151
5346,8/15/2011,3,0,8,15,0,1,1,3,0.74,0.6818,0.55,0.2985,49,133,182
5347,8/15/2011,3,0,8,16,0,1,1,1,0.74,0.6818,0.55,0.3284,58,225,283
5348,8/15/2011,3,0,8,17,0,1,1,1,0.74,0.6667,0.51,0.2836,59,471,530
5349,8/15/2011,3,0,8,18,0,1,1,1,0.7,0.6515,0.65,0.194,70,413,483
5350,8/15/2011,3,0,8,19,0,1,1,1,0.7,0.6515,0.65,0,54,343,397
5351,8/15/2011,3,0,8,20,0,1,1,1,0.66,0.6212,0.74,0.1343,45,240,285
5352,8/15/2011,3,0,8,21,0,1,1,1,0.66,0.6212,0.65,0.194,34,150,184
5353,8/15/2011,3,0,8,22,0,1,1,1,0.66,0.6212,0.69,0.2537,22,76,98
5354,8/15/2011,3,0,8,23,0,1,1,1,0.64,0.6061,0.69,0.2239,11,77,88
5355,8/16/2011,3,0,8,0,0,2,1,1,0.64,0.6061,0.69,0.1045,8,23,31
5356,8/16/2011,3,0,8,1,0,2,1,1,0.64,0.6061,0.69,0.1642,4,12,16
5357,8/16/2011,3,0,8,2,0,2,1,1,0.62,0.5909,0.73,0.2239,1,3,4
5358,8/16/2011,3,0,8,3,0,2,1,1,0.62,0.5909,0.73,0.2239,1,5,6
5359,8/16/2011,3,0,8,4,0,2,1,1,0.64,0.6061,0.69,0.2985,0,5,5
5360,8/16/2011,3,0,8,5,0,2,1,1,0.62,0.5909,0.73,0.2836,1,29,30
5361,8/16/2011,3,0,8,6,0,2,1,1,0.62,0.5909,0.73,0.3284,4,115,119
5362,8/16/2011,3,0,8,7,0,2,1,1,0.64,0.6061,0.69,0.2537,18,328,346
5363,8/16/2011,3,0,8,8,0,2,1,1,0.7,0.6515,0.58,0.4478,24,417,441
5364,8/16/2011,3,0,8,9,0,2,1,1,0.68,0.6364,0.61,0.2836,27,171,198
5365,8/16/2011,3,0,8,10,0,2,1,1,0.7,0.6515,0.58,0.3881,28,83,111
5366,8/16/2011,3,0,8,11,0,2,1,1,0.74,0.6667,0.51,0.2239,40,110,150
5367,8/16/2011,3,0,8,12,0,2,1,1,0.76,0.6818,0.48,0.3284,42,120,162
5368,8/16/2011,3,0,8,13,0,2,1,1,0.76,0.6818,0.48,0.2985,45,147,192
5369,8/16/2011,3,0,8,14,0,2,1,1,0.76,0.6818,0.45,0.4179,65,117,182
5370,8/16/2011,3,0,8,15,0,2,1,1,0.8,0.7121,0.41,0.2985,36,123,159
5371,8/16/2011,3,0,8,16,0,2,1,1,0.8,0.7121,0.41,0.2239,55,248,303
5372,8/16/2011,3,0,8,17,0,2,1,1,0.76,0.6818,0.45,0.3284,75,525,600
5373,8/16/2011,3,0,8,18,0,2,1,1,0.76,0.6818,0.45,0.2239,54,516,570
5374,8/16/2011,3,0,8,19,0,2,1,1,0.74,0.6667,0.48,0.194,56,320,376
5375,8/16/2011,3,0,8,20,0,2,1,1,0.74,0.6667,0.51,0,48,232,280
5376,8/16/2011,3,0,8,21,0,2,1,1,0.72,0.6667,0.54,0,38,177,215
5377,8/16/2011,3,0,8,22,0,2,1,1,0.7,0.6515,0.61,0,31,121,152
5378,8/16/2011,3,0,8,23,0,2,1,1,0.66,0.6212,0.65,0.1343,20,57,77
5379,8/17/2011,3,0,8,0,0,3,1,1,0.66,0.6212,0.69,0.0896,8,16,24
5380,8/17/2011,3,0,8,1,0,3,1,1,0.64,0.6061,0.73,0.1642,2,12,14
5381,8/17/2011,3,0,8,2,0,3,1,1,0.66,0.6212,0.69,0,0,6,6
5382,8/17/2011,3,0,8,3,0,3,1,1,0.64,0.5909,0.78,0,1,4,5
5383,8/17/2011,3,0,8,4,0,3,1,1,0.64,0.6061,0.73,0,0,5,5
5384,8/17/2011,3,0,8,5,0,3,1,1,0.64,0.6061,0.73,0,0,28,28
5385,8/17/2011,3,0,8,6,0,3,1,1,0.62,0.5909,0.78,0,4,101,105
5386,8/17/2011,3,0,8,7,0,3,1,1,0.66,0.6212,0.65,0.0896,12,296,308
5387,8/17/2011,3,0,8,8,0,3,1,1,0.7,0.6515,0.54,0.1642,35,452,487
5388,8/17/2011,3,0,8,9,0,3,1,1,0.74,0.6667,0.48,0.0896,31,178,209
5389,8/17/2011,3,0,8,10,0,3,1,1,0.76,0.6818,0.43,0.0896,27,91,118
5390,8/17/2011,3,0,8,11,0,3,1,1,0.78,0.697,0.43,0.1045,20,108,128
5391,8/17/2011,3,0,8,12,0,3,1,1,0.8,0.7273,0.43,0.2836,26,163,189
5392,8/17/2011,3,0,8,13,0,3,1,1,0.8,0.7121,0.41,0.194,38,138,176
5393,8/17/2011,3,0,8,14,0,3,1,1,0.82,0.7273,0.36,0.1642,54,138,192
5394,8/17/2011,3,0,8,15,0,3,1,1,0.8,0.7273,0.43,0.1343,42,117,159
5395,8/17/2011,3,0,8,16,0,3,1,1,0.82,0.7424,0.43,0.2239,62,238,300
5396,8/17/2011,3,0,8,17,0,3,1,1,0.8,0.7424,0.49,0.2239,46,506,552
5397,8/17/2011,3,0,8,18,0,3,1,1,0.76,0.697,0.55,0.2537,86,470,556
5398,8/17/2011,3,0,8,19,0,3,1,1,0.76,0.697,0.55,0.2239,50,297,347
5399,8/17/2011,3,0,8,20,0,3,1,1,0.74,0.6818,0.58,0.2537,37,243,280
5400,8/17/2011,3,0,8,21,0,3,1,1,0.72,0.6818,0.62,0.2239,38,192,230
5401,8/17/2011,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.194,29,142,171
5402,8/17/2011,3,0,8,23,0,3,1,1,0.7,0.6515,0.65,0.2836,20,85,105
5403,8/18/2011,3,0,8,0,0,4,1,1,0.68,0.6364,0.65,0.1343,18,38,56
5404,8/18/2011,3,0,8,1,0,4,1,2,0.66,0.6212,0.65,0.1642,13,11,24
5405,8/18/2011,3,0,8,2,0,4,1,1,0.66,0.6212,0.65,0.2239,2,4,6
5406,8/18/2011,3,0,8,3,0,4,1,1,0.66,0.6212,0.69,0.2836,0,6,6
5407,8/18/2011,3,0,8,4,0,4,1,1,0.64,0.6061,0.73,0.2239,0,9,9
5408,8/18/2011,3,0,8,5,0,4,1,1,0.64,0.5909,0.78,0.2836,0,27,27
5409,8/18/2011,3,0,8,6,0,4,1,2,0.64,0.5909,0.78,0.2537,6,97,103
5410,8/18/2011,3,0,8,7,0,4,1,1,0.64,0.5909,0.78,0.2985,19,289,308
5411,8/18/2011,3,0,8,8,0,4,1,1,0.66,0.6212,0.74,0.2836,27,393,420
5412,8/18/2011,3,0,8,9,0,4,1,1,0.72,0.6818,0.66,0.2537,42,186,228
5413,8/18/2011,3,0,8,10,0,4,1,1,0.74,0.697,0.66,0.2537,37,92,129
5414,8/18/2011,3,0,8,11,0,4,1,1,0.76,0.7121,0.58,0.2537,44,97,141
5415,8/18/2011,3,0,8,12,0,4,1,1,0.8,0.7424,0.52,0.2836,34,139,173
5416,8/18/2011,3,0,8,13,0,4,1,1,0.8,0.7424,0.52,0.3582,33,154,187
5417,8/18/2011,3,0,8,14,0,4,1,1,0.82,0.7576,0.46,0.3284,67,115,182
5418,8/18/2011,3,0,8,15,0,4,1,1,0.8,0.7273,0.46,0.3582,56,118,174
5419,8/18/2011,3,0,8,16,0,4,1,1,0.8,0.7273,0.46,0.3582,49,196,245
5420,8/18/2011,3,0,8,17,0,4,1,3,0.8,0.7273,0.46,0.2985,44,365,409
5421,8/18/2011,3,0,8,18,0,4,1,3,0.76,0.697,0.55,0.2537,48,226,274
5422,8/18/2011,3,0,8,19,0,4,1,1,0.66,0.6061,0.83,0.1045,26,115,141
5423,8/18/2011,3,0,8,20,0,4,1,1,0.66,0.6061,0.83,0.1045,24,141,165
5424,8/18/2011,3,0,8,21,0,4,1,2,0.68,0.6364,0.79,0,12,137,149
5425,8/18/2011,3,0,8,22,0,4,1,2,0.7,0.6667,0.74,0.1045,18,117,135
5426,8/18/2011,3,0,8,23,0,4,1,2,0.7,0.6667,0.74,0.1343,20,94,114
5427,8/19/2011,3,0,8,0,0,5,1,3,0.68,0.6364,0.69,0.194,9,53,62
5428,8/19/2011,3,0,8,1,0,5,1,3,0.64,0.5758,0.89,0,1,19,20
5429,8/19/2011,3,0,8,2,0,5,1,3,0.64,0.5758,0.83,0,0,8,8
5430,8/19/2011,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0,2,1,3
5431,8/19/2011,3,0,8,4,0,5,1,1,0.64,0.5758,0.83,0,1,7,8
5432,8/19/2011,3,0,8,5,0,5,1,1,0.64,0.5758,0.83,0,1,16,17
5433,8/19/2011,3,0,8,6,0,5,1,1,0.64,0.5758,0.83,0,2,91,93
5434,8/19/2011,3,0,8,7,0,5,1,2,0.66,0.6061,0.83,0.0896,12,251,263
5435,8/19/2011,3,0,8,8,0,5,1,2,0.66,0.6061,0.83,0,30,368,398
5436,8/19/2011,3,0,8,9,0,5,1,1,0.7,0.6515,0.65,0.1343,31,187,218
5437,8/19/2011,3,0,8,10,0,5,1,1,0.72,0.6818,0.62,0.0896,57,108,165
5438,8/19/2011,3,0,8,11,0,5,1,2,0.72,0.6818,0.66,0.0896,45,120,165
5439,8/19/2011,3,0,8,12,0,5,1,2,0.74,0.6818,0.62,0.0896,54,168,222
5440,8/19/2011,3,0,8,13,0,5,1,2,0.76,0.7121,0.62,0.194,63,169,232
5441,8/19/2011,3,0,8,14,0,5,1,1,0.78,0.7273,0.55,0.194,78,142,220
5442,8/19/2011,3,0,8,15,0,5,1,1,0.8,0.7424,0.49,0.1045,66,156,222
5443,8/19/2011,3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0,66,261,327
5444,8/19/2011,3,0,8,17,0,5,1,1,0.76,0.7121,0.58,0.5224,85,442,527
5445,8/19/2011,3,0,8,18,0,5,1,1,0.76,0.7121,0.58,0.5224,88,337,425
5446,8/19/2011,3,0,8,19,0,5,1,3,0.62,0.5909,0.73,0.4627,33,132,165
5447,8/19/2011,3,0,8,20,0,5,1,3,0.62,0.5758,0.83,0.2985,12,46,58
5448,8/19/2011,3,0,8,21,0,5,1,1,0.62,0.5758,0.83,0.1343,18,89,107
5449,8/19/2011,3,0,8,22,0,5,1,1,0.6,0.5455,0.88,0.1343,25,97,122
5450,8/19/2011,3,0,8,23,0,5,1,2,0.6,0.5455,0.88,0.0896,18,88,106
5451,8/20/2011,3,0,8,0,0,6,0,1,0.6,0.5455,0.88,0,21,107,128
5452,8/20/2011,3,0,8,1,0,6,0,1,0.62,0.5758,0.83,0,12,35,47
5453,8/20/2011,3,0,8,2,0,6,0,1,0.62,0.5909,0.78,0,10,59,69
5454,8/20/2011,3,0,8,3,0,6,0,1,0.62,0.5909,0.78,0,9,42,51
5455,8/20/2011,3,0,8,4,0,6,0,2,0.6,0.5455,0.88,0,1,6,7
5456,8/20/2011,3,0,8,5,0,6,0,1,0.6,0.5606,0.83,0,0,8,8
5457,8/20/2011,3,0,8,6,0,6,0,2,0.6,0.5606,0.83,0.1343,6,18,24
5458,8/20/2011,3,0,8,7,0,6,0,1,0.62,0.5758,0.83,0,8,36,44
5459,8/20/2011,3,0,8,8,0,6,0,1,0.66,0.6212,0.69,0,27,106,133
5460,8/20/2011,3,0,8,9,0,6,0,1,0.7,0.6515,0.65,0,51,139,190
5461,8/20/2011,3,0,8,10,0,6,0,1,0.72,0.6818,0.62,0.1045,114,192,306
5462,8/20/2011,3,0,8,11,0,6,0,1,0.72,0.6667,0.58,0,115,223,338
5463,8/20/2011,3,0,8,12,0,6,0,1,0.74,0.6818,0.58,0.1343,156,253,409
5464,8/20/2011,3,0,8,13,0,6,0,1,0.76,0.697,0.55,0.1343,158,220,378
5465,8/20/2011,3,0,8,14,0,6,0,1,0.8,0.7424,0.49,0.194,147,228,375
5466,8/20/2011,3,0,8,15,0,6,0,1,0.8,0.7273,0.43,0.194,175,215,390
5467,8/20/2011,3,0,8,16,0,6,0,1,0.8,0.7273,0.46,0.194,151,222,373
5468,8/20/2011,3,0,8,17,0,6,0,1,0.8,0.7424,0.49,0.194,180,203,383
5469,8/20/2011,3,0,8,18,0,6,0,1,0.76,0.7121,0.58,0.2537,169,225,394
5470,8/20/2011,3,0,8,19,0,6,0,1,0.74,0.6818,0.62,0.194,109,182,291
5471,8/20/2011,3,0,8,20,0,6,0,1,0.74,0.6818,0.62,0.2239,78,170,248
5472,8/20/2011,3,0,8,21,0,6,0,1,0.72,0.6818,0.7,0.2239,81,144,225
5473,8/20/2011,3,0,8,22,0,6,0,2,0.7,0.6667,0.74,0.194,77,146,223
5474,8/20/2011,3,0,8,23,0,6,0,1,0.7,0.6667,0.74,0.1343,59,98,157
5475,8/21/2011,3,0,8,0,0,0,0,1,0.7,0.6667,0.74,0.194,6,68,74
5476,8/21/2011,3,0,8,1,0,0,0,1,0.68,0.6364,0.79,0.2239,17,69,86
5477,8/21/2011,3,0,8,2,0,0,0,1,0.68,0.6364,0.79,0.194,13,51,64
5478,8/21/2011,3,0,8,3,0,0,0,1,0.66,0.6061,0.83,0.2239,25,26,51
5479,8/21/2011,3,0,8,4,0,0,0,1,0.68,0.6364,0.83,0.2239,1,5,6
5480,8/21/2011,3,0,8,5,0,0,0,1,0.66,0.5909,0.89,0.2985,0,8,8
5481,8/21/2011,3,0,8,6,0,0,0,1,0.66,0.5909,0.89,0.2836,4,10,14
5482,8/21/2011,3,0,8,7,0,0,0,1,0.68,0.6364,0.83,0.2985,12,19,31
5483,8/21/2011,3,0,8,8,0,0,0,1,0.7,0.6667,0.79,0.2239,30,62,92
5484,8/21/2011,3,0,8,9,0,0,0,1,0.72,0.697,0.74,0.2239,80,151,231
5485,8/21/2011,3,0,8,10,0,0,0,1,0.74,0.7121,0.74,0.2537,97,177,274
5486,8/21/2011,3,0,8,11,0,0,0,1,0.8,0.7879,0.63,0.2836,132,181,313
5487,8/21/2011,3,0,8,12,0,0,0,1,0.82,0.803,0.59,0.2836,135,239,374
5488,8/21/2011,3,0,8,13,0,0,0,1,0.8,0.7727,0.59,0.4179,94,216,310
5489,8/21/2011,3,0,8,14,0,0,0,3,0.7,0.6667,0.79,0.3881,78,157,235
5490,8/21/2011,3,0,8,15,0,0,0,1,0.7,0.6667,0.84,0.2836,17,51,68
5491,8/21/2011,3,0,8,16,0,0,0,1,0.72,0.697,0.79,0.1642,97,161,258
5492,8/21/2011,3,0,8,17,0,0,0,1,0.72,0.697,0.79,0.1343,91,179,270
5493,8/21/2011,3,0,8,18,0,0,0,1,0.72,0.697,0.79,0.2537,96,215,311
5494,8/21/2011,3,0,8,19,0,0,0,1,0.72,0.6818,0.7,0.2537,81,201,282
5495,8/21/2011,3,0,8,20,0,0,0,1,0.7,0.6667,0.79,0.2537,41,140,181
5496,8/21/2011,3,0,8,21,0,0,0,1,0.7,0.6667,0.79,0.2537,45,93,138
5497,8/21/2011,3,0,8,22,0,0,0,2,0.7,0.6667,0.79,0.194,37,97,134
5498,8/21/2011,3,0,8,23,0,0,0,1,0.7,0.6667,0.74,0.1642,20,48,68
5499,8/22/2011,3,0,8,0,0,1,1,1,0.68,0.6364,0.79,0.1642,18,22,40
5500,8/22/2011,3,0,8,1,0,1,1,1,0.68,0.6364,0.79,0.0896,8,13,21
5501,8/22/2011,3,0,8,2,0,1,1,2,0.7,0.6515,0.65,0.1045,2,6,8
5502,8/22/2011,3,0,8,3,0,1,1,3,0.7,0.6515,0.65,0.1343,0,5,5
5503,8/22/2011,3,0,8,4,0,1,1,1,0.68,0.6364,0.65,0.194,2,10,12
5504,8/22/2011,3,0,8,5,0,1,1,1,0.66,0.6212,0.65,0.3582,1,23,24
5505,8/22/2011,3,0,8,6,0,1,1,1,0.66,0.6212,0.61,0.2985,6,106,112
5506,8/22/2011,3,0,8,7,0,1,1,1,0.66,0.6212,0.61,0.3284,11,270,281
5507,8/22/2011,3,0,8,8,0,1,1,1,0.66,0.6212,0.61,0.3284,20,331,351
5508,8/22/2011,3,0,8,9,0,1,1,1,0.68,0.6364,0.54,0.2537,36,151,187
5509,8/22/2011,3,0,8,10,0,1,1,1,0.7,0.6515,0.48,0.2836,36,85,121
5510,8/22/2011,3,0,8,11,0,1,1,1,0.72,0.6515,0.34,0.3284,46,85,131
5511,8/22/2011,3,0,8,12,0,1,1,1,0.74,0.6515,0.35,0.3881,54,153,207
5512,8/22/2011,3,0,8,13,0,1,1,1,0.74,0.6515,0.3,0.4627,47,158,205
5513,8/22/2011,3,0,8,14,0,1,1,1,0.74,0.6515,0.3,0.3881,88,137,225
5514,8/22/2011,3,0,8,15,0,1,1,1,0.74,0.6515,0.3,0.2985,72,127,199
5515,8/22/2011,3,0,8,16,0,1,1,1,0.74,0.6515,0.3,0.3881,66,254,320
5516,8/22/2011,3,0,8,17,0,1,1,1,0.74,0.6515,0.27,0.3284,82,509,591
5517,8/22/2011,3,0,8,18,0,1,1,1,0.72,0.6515,0.28,0.2985,72,537,609
5518,8/22/2011,3,0,8,19,0,1,1,1,0.7,0.6364,0.3,0.2836,66,350,416
5519,8/22/2011,3,0,8,20,0,1,1,1,0.66,0.6212,0.34,0.194,21,247,268
5520,8/22/2011,3,0,8,21,0,1,1,1,0.64,0.6212,0.38,0.194,28,180,208
5521,8/22/2011,3,0,8,22,0,1,1,1,0.64,0.6212,0.38,0.2985,32,121,153
5522,8/22/2011,3,0,8,23,0,1,1,1,0.62,0.6212,0.41,0.2537,19,45,64
5523,8/23/2011,3,0,8,0,0,2,1,1,0.6,0.6212,0.43,0.194,13,22,35
5524,8/23/2011,3,0,8,1,0,2,1,1,0.58,0.5455,0.49,0.194,6,13,19
5525,8/23/2011,3,0,8,2,0,2,1,1,0.56,0.5303,0.52,0.194,2,4,6
5526,8/23/2011,3,0,8,3,0,2,1,1,0.56,0.5303,0.52,0.2836,2,4,6
5527,8/23/2011,3,0,8,4,0,2,1,1,0.54,0.5152,0.56,0.1642,0,5,5
5528,8/23/2011,3,0,8,5,0,2,1,1,0.54,0.5152,0.56,0.194,1,35,36
5529,8/23/2011,3,0,8,6,0,2,1,1,0.54,0.5152,0.6,0.194,3,111,114
5530,8/23/2011,3,0,8,7,0,2,1,1,0.6,0.6212,0.49,0.194,11,333,344
5531,8/23/2011,3,0,8,8,0,2,1,2,0.62,0.6212,0.5,0,43,461,504
5532,8/23/2011,3,0,8,9,0,2,1,2,0.66,0.6212,0.44,0,34,191,225
5533,8/23/2011,3,0,8,10,0,2,1,1,0.7,0.6364,0.37,0,56,92,148
5534,8/23/2011,3,0,8,11,0,2,1,1,0.7,0.6364,0.34,0.1045,62,124,186
5535,8/23/2011,3,0,8,12,0,2,1,1,0.7,0.6364,0.39,0.0896,60,177,237
5536,8/23/2011,3,0,8,13,0,2,1,1,0.72,0.6515,0.3,0.1045,70,164,234
5537,8/23/2011,3,0,8,14,0,2,1,1,0.72,0.6515,0.3,0.0896,149,502,651
5538,8/23/2011,3,0,8,15,0,2,1,1,0.72,0.6515,0.34,0.2239,178,423,601
5539,8/23/2011,3,0,8,16,0,2,1,1,0.72,0.6515,0.32,0.1343,133,311,444
5540,8/23/2011,3,0,8,17,0,2,1,1,0.72,0.6515,0.34,0.2239,133,339,472
5541,8/23/2011,3,0,8,18,0,2,1,1,0.72,0.6515,0.34,0.194,98,421,519
5542,8/23/2011,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.2239,70,297,367
5543,8/23/2011,3,0,8,20,0,2,1,1,0.64,0.6212,0.53,0.2537,54,206,260
5544,8/23/2011,3,0,8,21,0,2,1,1,0.62,0.6212,0.57,0,38,173,211
5545,8/23/2011,3,0,8,22,0,2,1,1,0.62,0.6212,0.57,0.1343,46,145,191
5546,8/23/2011,3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0.1343,19,61,80
5547,8/24/2011,3,0,8,0,0,3,1,1,0.62,0.6212,0.57,0.1343,9,29,38
5548,8/24/2011,3,0,8,1,0,3,1,1,0.6,0.6061,0.6,0.1045,7,17,24
5549,8/24/2011,3,0,8,2,0,3,1,1,0.58,0.5455,0.68,0.1343,2,4,6
5550,8/24/2011,3,0,8,3,0,3,1,1,0.58,0.5455,0.68,0.1343,0,1,1
5551,8/24/2011,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0.1045,0,7,7
5552,8/24/2011,3,0,8,5,0,3,1,1,0.56,0.5303,0.73,0.1045,1,26,27
5553,8/24/2011,3,0,8,6,0,3,1,1,0.56,0.5303,0.73,0,3,105,108
5554,8/24/2011,3,0,8,7,0,3,1,1,0.6,0.6061,0.64,0.0896,11,297,308
5555,8/24/2011,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.1343,32,436,468
5556,8/24/2011,3,0,8,9,0,3,1,1,0.64,0.6061,0.69,0.2537,44,169,213
5557,8/24/2011,3,0,8,10,0,3,1,1,0.7,0.6515,0.58,0.2836,51,95,146
5558,8/24/2011,3,0,8,11,0,3,1,1,0.72,0.6667,0.54,0.2985,57,128,185
5559,8/24/2011,3,0,8,12,0,3,1,1,0.74,0.6818,0.55,0.3284,60,175,235
5560,8/24/2011,3,0,8,13,0,3,1,1,0.76,0.6818,0.48,0.4179,56,180,236
5561,8/24/2011,3,0,8,14,0,3,1,1,0.76,0.6818,0.48,0.4179,77,127,204
5562,8/24/2011,3,0,8,15,0,3,1,1,0.76,0.6818,0.48,0.4478,63,141,204
5563,8/24/2011,3,0,8,16,0,3,1,1,0.76,0.697,0.52,0.4179,49,222,271
5564,8/24/2011,3,0,8,17,0,3,1,1,0.76,0.697,0.52,0.3582,83,484,567
5565,8/24/2011,3,0,8,18,0,3,1,1,0.74,0.6818,0.55,0.2985,102,519,621
5566,8/24/2011,3,0,8,19,0,3,1,1,0.74,0.6818,0.55,0.2985,93,347,440
5567,8/24/2011,3,0,8,20,0,3,1,1,0.72,0.6667,0.58,0.2985,45,289,334
5568,8/24/2011,3,0,8,21,0,3,1,1,0.7,0.6515,0.61,0.3582,47,189,236
5569,8/24/2011,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.3582,41,140,181
5570,8/24/2011,3,0,8,23,0,3,1,1,0.68,0.6364,0.69,0.2985,16,54,70
5571,8/25/2011,3,0,8,0,0,4,1,1,0.68,0.6364,0.74,0.2985,11,41,52
5572,8/25/2011,3,0,8,1,0,4,1,1,0.68,0.6364,0.69,0.3881,4,11,15
5573,8/25/2011,3,0,8,2,0,4,1,1,0.68,0.6364,0.69,0.3881,3,2,5
5574,8/25/2011,3,0,8,3,0,4,1,1,0.66,0.6212,0.74,0.3284,2,2,4
5575,8/25/2011,3,0,8,4,0,4,1,1,0.66,0.6061,0.78,0.3881,1,6,7
5576,8/25/2011,3,0,8,5,0,4,1,1,0.66,0.6061,0.83,0.4179,1,25,26
5577,8/25/2011,3,0,8,6,0,4,1,1,0.66,0.6061,0.83,0.3284,1,101,102
5578,8/25/2011,3,0,8,7,0,4,1,2,0.68,0.6364,0.79,0.3284,17,296,313
5579,8/25/2011,3,0,8,8,0,4,1,2,0.7,0.6667,0.74,0.2985,23,461,484
5580,8/25/2011,3,0,8,9,0,4,1,2,0.72,0.6818,0.7,0.2985,21,141,162
5581,8/25/2011,3,0,8,10,0,4,1,2,0.74,0.697,0.66,0.2985,37,105,142
5582,8/25/2011,3,0,8,11,0,4,1,3,0.7,0.6667,0.79,0,39,112,151
5583,8/25/2011,3,0,8,12,0,4,1,3,0.7,0.6667,0.79,0,9,32,41
5584,8/25/2011,3,0,8,13,0,4,1,1,0.7,0.6667,0.79,0.1045,7,30,37
5585,8/25/2011,3,0,8,14,0,4,1,2,0.72,0.697,0.74,0,27,86,113
5586,8/25/2011,3,0,8,15,0,4,1,2,0.74,0.697,0.7,0,28,104,132
5587,8/25/2011,3,0,8,16,0,4,1,1,0.72,0.7121,0.84,0,16,105,121
5588,8/25/2011,3,0,8,17,0,4,1,1,0.72,0.7121,0.84,0,28,284,312
5589,8/25/2011,3,0,8,18,0,4,1,2,0.72,0.7121,0.84,0.1343,31,377,408
5590,8/25/2011,3,0,8,19,0,4,1,2,0.66,0.6061,0.78,0.3284,31,241,272
5591,8/25/2011,3,0,8,20,0,4,1,1,0.64,0.5909,0.78,0.3582,33,192,225
5592,8/25/2011,3,0,8,21,0,4,1,1,0.64,0.5909,0.78,0.2836,29,158,187
5593,8/25/2011,3,0,8,22,0,4,1,1,0.62,0.5758,0.83,0,21,126,147
5594,8/25/2011,3,0,8,23,0,4,1,1,0.62,0.5758,0.83,0.0896,15,69,84
5595,8/26/2011,3,0,8,0,0,5,1,1,0.62,0.5758,0.83,0.1343,9,42,51
5596,8/26/2011,3,0,8,1,0,5,1,1,0.62,0.5758,0.83,0,10,13,23
5597,8/26/2011,3,0,8,2,0,5,1,1,0.62,0.5606,0.88,0.1343,4,16,20
5598,8/26/2011,3,0,8,3,0,5,1,1,0.6,0.5455,0.88,0.1045,3,8,11
5599,8/26/2011,3,0,8,4,0,5,1,1,0.62,0.5606,0.88,0,2,6,8
5600,8/26/2011,3,0,8,5,0,5,1,2,0.62,0.5606,0.88,0,3,23,26
5601,8/26/2011,3,0,8,6,0,5,1,1,0.62,0.5606,0.88,0,5,100,105
5602,8/26/2011,3,0,8,7,0,5,1,1,0.64,0.5758,0.83,0,3,263,266
5603,8/26/2011,3,0,8,8,0,5,1,1,0.66,0.6061,0.83,0.1045,17,387,404
5604,8/26/2011,3,0,8,9,0,5,1,1,0.7,0.6667,0.74,0,39,191,230
5605,8/26/2011,3,0,8,10,0,5,1,1,0.74,0.697,0.66,0.0896,34,89,123
5606,8/26/2011,3,0,8,11,0,5,1,2,0.76,0.7121,0.62,0,63,151,214
5607,8/26/2011,3,0,8,12,0,5,1,2,0.76,0.7273,0.66,0.1045,70,173,243
5608,8/26/2011,3,0,8,13,0,5,1,2,0.78,0.7424,0.59,0.1045,72,165,237
5609,8/26/2011,3,0,8,14,0,5,1,1,0.8,0.7727,0.59,0,55,164,219
5610,8/26/2011,3,0,8,15,0,5,1,2,0.8,0.7727,0.59,0.194,53,196,249
5611,8/26/2011,3,0,8,16,0,5,1,1,0.78,0.7424,0.62,0.1045,50,293,343
5612,8/26/2011,3,0,8,17,0,5,1,1,0.74,0.7121,0.74,0.2537,56,433,489
5613,8/26/2011,3,0,8,18,0,5,1,2,0.74,0.7121,0.74,0.1343,40,370,410
5614,8/26/2011,3,0,8,19,0,5,1,1,0.72,0.697,0.79,0.1045,55,235,290
